goodsId,name,price,productType,transferService,publisher,serverName,pkServer,detailUrl,status,listedAt,firstSeenAt,lastSeenAt,gold,totalFiveStarGenerals,sTactics,specialOrangeEquipment,detailHeroCount,detailUniqueHeroCount,importantHeroMatchedCount,sp曹操,sp貂蝉,sp卢植,sp关羽,sp法正,马岱,刘备,sp马超,sp皇甫嵩,许攸,sp荀彧,sp郭嘉,贾诩,荀攸,孙尚香,孙权,凌统,周泰,sp周瑜,陆逊,sp吕蒙,sp诸葛亮,关兴,张苞,诸葛亮,sp袁绍,沮授,sp朱儁,庞统,姜维,关羽,关银屏,张飞,sp黄月英,司马懿,曹操,满宠,张角,左慈,于吉,张辽,郭嘉,王元姬,诸葛恪,missingRequiredTactics,missingCoreEquipmentSkills,detailError
1768668513944435,黑马富贵双幻神双SP曹,1088,成品号,是,九游,2971服 刚柔并济/PK25164,PK25164,https://www.jiaoyimao.com/jg1009207/1768668513944435.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780296092765711,顶配双特技皇马装备11将作残卷,6800,成品号,是,九游,2280服 摩肩接踵/PK25158,PK25158,https://www.jiaoyimao.com/jg1009207/1780296092765711.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1760763719804340,性价比高红号，战功利器，底子好,2350,成品号,是,九游,5008服 宝刀不老/PK25135,PK25135,https://www.jiaoyimao.com/jg1009207/1760763719804340.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780842183899598,三幻神大汉底子八队满红高红共存,5500,成品号,是,九游,4005服 蹈厉奋发/PK25055,PK25055,https://www.jiaoyimao.com/jg1009207/1780842183899598.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1779186418909965,满红皇马高红法官五雷三势装备多,4880,成品号,是,九游,3900服 气势恢宏/PK25066,PK25066,https://www.jiaoyimao.com/jg1009207/1779186418909965.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781171375891621,马岱三幻神带汉弓底子,30600,成品号,是,九游,2742服 实事求是/PK25159,PK25159,https://www.jiaoyimao.com/jg1009207/1781171375891621.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1767671950976862,15赛季高满三幻神可议价,17400,成品号,是,OPPO,4270服 来鸿去燕/PK25126,PK25126,https://www.jiaoyimao.com/jg1009207/1767671950976862.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1775783383706740,别大刀，两个月的大小月卡,1600,成品号,是,九游,争霸214服||河南/PK19273,PK19273,https://www.jiaoyimao.com/jg1009207/1775783383706740.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1771699445054006,皇马富贵等七队,5000,成品号,是,九游,4652服 攒眉向月/PK25140,PK25140,https://www.jiaoyimao.com/jg1009207/1771699445054006.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780313747139547,满红老a8，法官底子号,4088,成品号,是,小米,3719服 龙精虎猛/PK21285,PK21285,https://www.jiaoyimao.com/jg1009207/1780313747139547.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780541195667120,满红典藏皇马,6200,成品号,是,小米,885服 器宇轩昂/PK25006,PK25006,https://www.jiaoyimao.com/jg1009207/1780541195667120.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780629873951549,三幻神，装备齐全，属性高,6200,成品号,是,九游,2625服 焕然如新/PK25158,PK25158,https://www.jiaoyimao.com/jg1009207/1780629873951549.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1765637007104195,只差一发典藏黑马,7700,成品号,是,九游,3592服 踔绝之能/PK25065,PK25065,https://www.jiaoyimao.com/jg1009207/1765637007104195.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1763005144504394,满红sp马超皇马藏私法官,6000,成品号,是,九游,4395服 清新俊逸/PK25128,PK25128,https://www.jiaoyimao.com/jg1009207/1763005144504394.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1775062664276886,三幻神，能大跨到5000区段,19999,成品号,是,九游,3587服 和衷共济/PK25053,PK25053,https://www.jiaoyimao.com/jg1009207/1775062664276886.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1777703603701956,sp周瑜张飞张角甘宁满红典卢植,1888,成品号,是,九游,五周年6服 道此一游/PK25114,PK25114,https://www.jiaoyimao.com/jg1009207/1777703603701956.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1768421357922025,奸雄剑，装备好，有大跨,4300,成品号,是,九游,3963服 苍松翠柏/PK25059,PK25059,https://www.jiaoyimao.com/jg1009207/1768421357922025.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781751790220618,典藏拒马弓技能全,11000,成品号,是,九游,3405服 疏宕不拘/PK25091,PK25091,https://www.jiaoyimao.com/jg1009207/1781751790220618.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781268199023675,满藏器法官太尉大汉弓麒麟嘟嘟等,2199,成品号,是,OPPO,3501服 栉比鳞次/PK19281,PK19281,https://www.jiaoyimao.com/jg1009207/1781268199023675.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781690416153938,满红温厚核弹张老周瑜,1899,成品号,是,小米,3011服 有志之士/PK25179,PK25179,https://www.jiaoyimao.com/jg1009207/1781690416153938.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1740389102929405,不卖挂着玩儿,1888,成品号,是,九游,五周年19服 大汉天下/PK25114,PK25114,https://www.jiaoyimao.com/jg1009207/1740389102929405.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1773281869731796,求贤满，有车费,3188,成品号,是,九游,3313服 抵掌而谈/PK19278,PK19278,https://www.jiaoyimao.com/jg1009207/1773281869731796.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781514335128597,洗洗洗洗洗,3998,成品号,是,九游,4211服 首善之区/PK19290,PK19290,https://www.jiaoyimao.com/jg1009207/1781514335128597.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1775791868075588,4幻神典藏底子号法官，大汉弓,1890,成品号,是,九游,832服 智名勇功/PK21277,PK21277,https://www.jiaoyimao.com/jg1009207/1775791868075588.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1775786888558512,自己看吃掉的卡,1000,成品号,是,九游,1718服 峰回路转/PK25023,PK25023,https://www.jiaoyimao.com/jg1009207/1775786888558512.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781453193105144,速出 可以议价 重塑全是核心,1688,成品号,是,九游,3606服 西凉霸雄/PK25067,PK25067,https://www.jiaoyimao.com/jg1009207/1781453193105144.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780137152079299,王道满典大汉弓,66000,成品号,是,九游,2526服 负重致远/PK25157,PK25157,https://www.jiaoyimao.com/jg1009207/1780137152079299.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781334717082575,满红带皮都督关关张，大刀勿扰,1888,成品号,是,OPPO,2862服 无微不至/PK21300,PK21300,https://www.jiaoyimao.com/jg1009207/1781334717082575.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781489502564297,满典三仙网红枪群弓虎臣太尉,1500,成品号,是,九游,3588服 众擎易举/PK25058,PK25058,https://www.jiaoyimao.com/jg1009207/1781489502564297.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781147081778015,求贤满红关羽高红四队，多队可搭,1200,成品号,是,九游,3570服 不矜不伐/PK21285,PK21285,https://www.jiaoyimao.com/jg1009207/1781147081778015.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781649002451002,三幻神全满红老A8,20200,成品号,是,OPPO,1971服 酣畅淋漓/PK25156,PK25156,https://www.jiaoyimao.com/jg1009207/1781649002451002.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1778991465730828,挂猫橙多多,4388,成品号,是,九游,5172服 功唐不捐/PK25093,PK25093,https://www.jiaoyimao.com/jg1009207/1778991465730828.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1774601131815160,激情打架中,1200,成品号,是,九游,2837服 老骥伏枥/PK25171,PK25171,https://www.jiaoyimao.com/jg1009207/1774601131815160.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781676488107483,三幻神霸业号六万珠,10888,成品号,是,九游,1272服 民生国计/PK25024,PK25024,https://www.jiaoyimao.com/jg1009207/1781676488107483.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780313177077997,三幻神带霸业白虎主城皮,22888,成品号,是,九游,5032服 善善从长/PK19289,PK19289,https://www.jiaoyimao.com/jg1009207/1780313177077997.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1773207820378787,顶配富贵骑权骑皇马法官,1200,成品号,是,九游,3563服 扪心无愧/PK25066,PK25066,https://www.jiaoyimao.com/jg1009207/1773207820378787.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1758376369857364,弃坑了多队满红高红,1999,成品号,是,九游,547服 汉室末胄/PK25042,PK25042,https://www.jiaoyimao.com/jg1009207/1758376369857364.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780659294853405,三幻神，2.5k出,6800,成品号,是,九游,3592服 踔绝之能/PK25054,PK25054,https://www.jiaoyimao.com/jg1009207/1780659294853405.html?isGray=true,在售,,2026-06-18 11:35:37,2026-06-18 11:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781409961694771,大汉弓，四幻神，老A8满红号,15300,成品号,是,OPPO,4298服 旷日持久/PK25135,PK25135,https://www.jiaoyimao.com/jg1009207/1781409961694771.html?isGray=true,在售,2026-06-18 10:59:31,2026-06-18 11:09:44,2026-06-18 11:09:44,1222,52,122,167,111,75,49,典藏0红,典藏4红,典藏1红,典藏4红,典藏3红,典藏0红,2红,典藏3红,典藏4红,3红,典藏4红,典藏0红,4红,5红,典藏0红,1红,0红,5红,典藏5红,5红,典藏2红,典藏5红,5红,0红,5红,典藏5红,0红,0,5红,典藏5红,典藏5红,典藏5红,典藏5红,0,0红,典藏5红,典藏5红,典藏5红,5红,5红,典藏5红,典藏1红,5红,典藏2红,"刚柔并济,藏器待时","御策,回元,破势,奇算","page.goto: Target page, context or browser has been closed"
1729007099089681,王道暴躁双特辽姬全典太尉,20000,成品号,是,九游,3879服 花天锦地/PK25059,PK25059,https://www.jiaoyimao.com/jg1009207/1729007099089681.html?isGray=true,在售,2026-06-17 11:12:35,2026-06-18 11:09:44,2026-06-18 11:09:44,17001,97,98,167,165,122,48,0,0,0,2红,0红,1红,1红,0红,2红,0红,4红,典藏5红,1红,0红,典藏5红,1红,0红,典藏2红,4红,1红,典藏5红,典藏5红,1红,0红,0红,4红,4红,典藏1红,5红,典藏2红,典藏3红,5红,5红,0红,典藏5红,典藏2红,典藏3红,0红,2红,3红,3红,5红,3红,典藏5红,"桃园结义,深藏若虚,勠力同心,刚柔并济,鱼鳞阵,藏器待时,鉴时审势,婴城自守","御策,治军,破势,奇算","page.goto: Target page, context or browser has been closed"
1781672237856346,高满皇马，五谋骑，议价给,1166,成品号,是,九游,4569服 幕燕鼎鱼/PK19294,PK19294,https://www.jiaoyimao.com/jg1009207/1781672237856346.html?isGray=true,在售,2026-06-18 10:22:36,2026-06-18 11:09:44,2026-06-18 11:09:44,599,21,85,74,69,49,22,0红,0,0,0,0,0,0红,典藏3红,0红,3红,典藏5红,典藏3红,0,0,0,0,0红,1红,0,0,典藏3红,0,0,0,1红,3红,0,0红,0红,0,0红,0,0,0,1红,0红,典藏5红,0红,0,0红,0,0,0,典藏3红,"桃园结义,深藏若虚,雁行阵,勠力同心,刚柔并济,藏器待时,鉴时审势,守望相助","御策,治军,回元,破势,奇算","page.goto: Target page, context or browser has been closed"
1761608606778031,高满四幻神，全典藏大汉弓,41999,成品号,是,OPPO,2655服 嘘寒问暖/PK25157,PK25157,https://www.jiaoyimao.com/jg1009207/1761608606778031.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781050060817179,满红皇马枪,1888,成品号,是,九游,3316服 辗转反侧/PK25081,PK25081,https://www.jiaoyimao.com/jg1009207/1781050060817179.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1777097937271190,15赛季霸业号，多满红高红,3500,成品号,是,小米,4709服 大是大非/PK25133,PK25133,https://www.jiaoyimao.com/jg1009207/1777097937271190.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781443346908989,满配三红典藏sp关羽,1200,成品号,是,九游,5355服 超逸特出/PK25216,PK25216,https://www.jiaoyimao.com/jg1009207/1781443346908989.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1771686813198159,肚子里有还有货,2488,成品号,是,九游,5623服 其乐不穷/PK25070,PK25070,https://www.jiaoyimao.com/jg1009207/1771686813198159.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1781409394073099,超新区大汉法关底子号带藏器,10000,成品号,是,九游,5755服 日试万言/PK25100,PK25100,https://www.jiaoyimao.com/jg1009207/1781409394073099.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1775848311911010,全满三幻神，细节决定成败,25666,成品号,是,九游,4615服 发策决科/PK19289,PK19289,https://www.jiaoyimao.com/jg1009207/1775848311911010.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1771324226760942,自己来看吧,2000,成品号,是,九游,5607服 虎超龙骧/PK25121,PK25121,https://www.jiaoyimao.com/jg1009207/1771324226760942.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1727764762207289,挂猫出橙，挂猫出金,3888,成品号,是,九游,4318服 天水麒麟/PK21292,PK21292,https://www.jiaoyimao.com/jg1009207/1727764762207289.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1776863521704968,满红皇马富贵有鉴时新战法！,5000,成品号,是,小米,3570服 不矜不伐/PK21285,PK21285,https://www.jiaoyimao.com/jg1009207/1776863521704968.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1779605347597679,微瑕三幻神有求贤有藏器可换吉运,17000,成品号,是,OPPO,656服 斗志昂扬/PK25002,PK25002,https://www.jiaoyimao.com/jg1009207/1779605347597679.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1780999760570797,高红黑皇马、五谋、法官、汉弓,3666,成品号,是,小米,834服 佐国之谋/PK25028,PK25028,https://www.jiaoyimao.com/jg1009207/1780999760570797.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1777542655584356,高红号  郊区体验好,3200,成品号,是,九游,4363服 机敏巧变/PK25139,PK25139,https://www.jiaoyimao.com/jg1009207/1777542655584356.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1779623474397705,激战中，帅是一辈子的事,3200,成品号,是,九游,2655服 嘘寒问暖/PK25157,PK25157,https://www.jiaoyimao.com/jg1009207/1779623474397705.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1779537699951727,皇马法官满红权骑快求贤,3688,成品号,是,OPPO,3528服 威风八面/PK25079,PK25079,https://www.jiaoyimao.com/jg1009207/1779537699951727.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1753173698299606,满配黑马超便宜出,3456,成品号,是,九游,1823服 神融气泰/PK25017,PK25017,https://www.jiaoyimao.com/jg1009207/1753173698299606.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"
1776783327083658,激战中。随缘出,18000,成品号,是,小米,2805服 永垂不朽/PK25158,PK25158,https://www.jiaoyimao.com/jg1009207/1776783327083658.html?isGray=true,在售,,2026-06-18 11:09:44,2026-06-18 11:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page.goto: Target page, context or browser has been closed"